age,balance,Cluster,Recommendation
31,23,0,Tabungan Jangka Panjang
53,2242,0,Tabungan Jangka Panjang
46,137,0,Tabungan Jangka Panjang
49,1047,0,Tabungan Jangka Panjang
34,5731,2,Investasi Reksa Dana
63,2707,0,Tabungan Jangka Panjang
41,-329,0,Tabungan Jangka Panjang
55,158,0,Tabungan Jangka Panjang
29,219,0,Tabungan Jangka Panjang
47,2775,0,Tabungan Jangka Panjang
37,461,0,Tabungan Jangka Panjang
38,145,0,Tabungan Jangka Panjang
29,309,0,Tabungan Jangka Panjang
41,733,0,Tabungan Jangka Panjang
53,8417,2,Investasi Reksa Dana
40,1400,0,Tabungan Jangka Panjang
56,72,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
28,9710,2,Investasi Reksa Dana
41,1377,0,Tabungan Jangka Panjang
32,881,0,Tabungan Jangka Panjang
51,0,0,Tabungan Jangka Panjang
33,285,0,Tabungan Jangka Panjang
34,550,0,Tabungan Jangka Panjang
26,285,0,Tabungan Jangka Panjang
31,-360,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
50,72,0,Tabungan Jangka Panjang
33,930,0,Tabungan Jangka Panjang
44,717,0,Tabungan Jangka Panjang
38,67,0,Tabungan Jangka Panjang
33,6227,2,Investasi Reksa Dana
32,5252,2,Investasi Reksa Dana
33,561,0,Tabungan Jangka Panjang
55,1393,0,Tabungan Jangka Panjang
27,-330,0,Tabungan Jangka Panjang
39,3261,0,Tabungan Jangka Panjang
21,361,0,Tabungan Jangka Panjang
57,807,0,Tabungan Jangka Panjang
29,2305,0,Tabungan Jangka Panjang
45,-11,0,Tabungan Jangka Panjang
46,2223,0,Tabungan Jangka Panjang
47,29,0,Tabungan Jangka Panjang
44,1308,0,Tabungan Jangka Panjang
43,1337,0,Tabungan Jangka Panjang
44,17361,1,Kredit Usaha Mikro
52,6,0,Tabungan Jangka Panjang
33,370,0,Tabungan Jangka Panjang
27,8,0,Tabungan Jangka Panjang
43,666,0,Tabungan Jangka Panjang
29,0,0,Tabungan Jangka Panjang
43,1336,0,Tabungan Jangka Panjang
34,17672,1,Kredit Usaha Mikro
30,35,0,Tabungan Jangka Panjang
56,705,0,Tabungan Jangka Panjang
46,2087,0,Tabungan Jangka Panjang
42,4466,2,Investasi Reksa Dana
51,844,0,Tabungan Jangka Panjang
30,321,0,Tabungan Jangka Panjang
41,2781,0,Tabungan Jangka Panjang
57,34,0,Tabungan Jangka Panjang
36,29,0,Tabungan Jangka Panjang
47,2443,0,Tabungan Jangka Panjang
37,3975,2,Investasi Reksa Dana
33,256,0,Tabungan Jangka Panjang
49,696,0,Tabungan Jangka Panjang
34,63,0,Tabungan Jangka Panjang
54,316,0,Tabungan Jangka Panjang
39,-119,0,Tabungan Jangka Panjang
58,6570,2,Investasi Reksa Dana
36,418,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
31,8784,2,Investasi Reksa Dana
31,1970,0,Tabungan Jangka Panjang
50,204,0,Tabungan Jangka Panjang
40,643,0,Tabungan Jangka Panjang
47,304,0,Tabungan Jangka Panjang
26,1177,0,Tabungan Jangka Panjang
29,544,0,Tabungan Jangka Panjang
38,-498,0,Tabungan Jangka Panjang
57,0,0,Tabungan Jangka Panjang
47,209,0,Tabungan Jangka Panjang
56,665,0,Tabungan Jangka Panjang
37,310,0,Tabungan Jangka Panjang
66,2149,0,Tabungan Jangka Panjang
49,13818,2,Investasi Reksa Dana
31,526,0,Tabungan Jangka Panjang
30,-218,0,Tabungan Jangka Panjang
42,419,0,Tabungan Jangka Panjang
55,517,0,Tabungan Jangka Panjang
33,61,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
43,514,0,Tabungan Jangka Panjang
32,365,0,Tabungan Jangka Panjang
42,480,0,Tabungan Jangka Panjang
53,717,0,Tabungan Jangka Panjang
42,24780,1,Kredit Usaha Mikro
37,1396,0,Tabungan Jangka Panjang
31,414,0,Tabungan Jangka Panjang
57,3100,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
57,1218,0,Tabungan Jangka Panjang
30,789,0,Tabungan Jangka Panjang
31,859,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
33,3868,2,Investasi Reksa Dana
53,232,0,Tabungan Jangka Panjang
38,1686,0,Tabungan Jangka Panjang
60,29184,1,Kredit Usaha Mikro
36,144,0,Tabungan Jangka Panjang
27,194,0,Tabungan Jangka Panjang
32,7641,2,Investasi Reksa Dana
45,351,0,Tabungan Jangka Panjang
28,150,0,Tabungan Jangka Panjang
57,1532,0,Tabungan Jangka Panjang
37,1549,0,Tabungan Jangka Panjang
47,1057,0,Tabungan Jangka Panjang
35,839,0,Tabungan Jangka Panjang
32,880,0,Tabungan Jangka Panjang
41,4464,2,Investasi Reksa Dana
35,6,0,Tabungan Jangka Panjang
26,0,0,Tabungan Jangka Panjang
47,694,0,Tabungan Jangka Panjang
36,153,0,Tabungan Jangka Panjang
46,110,0,Tabungan Jangka Panjang
30,640,0,Tabungan Jangka Panjang
44,3060,0,Tabungan Jangka Panjang
47,2836,0,Tabungan Jangka Panjang
49,1127,0,Tabungan Jangka Panjang
55,11,0,Tabungan Jangka Panjang
56,982,0,Tabungan Jangka Panjang
28,222,0,Tabungan Jangka Panjang
34,627,0,Tabungan Jangka Panjang
55,5010,2,Investasi Reksa Dana
27,468,0,Tabungan Jangka Panjang
38,155,0,Tabungan Jangka Panjang
43,2478,0,Tabungan Jangka Panjang
55,668,0,Tabungan Jangka Panjang
30,35,0,Tabungan Jangka Panjang
48,3304,0,Tabungan Jangka Panjang
30,0,0,Tabungan Jangka Panjang
58,237,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
35,-54,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
32,240,0,Tabungan Jangka Panjang
48,759,0,Tabungan Jangka Panjang
76,992,0,Tabungan Jangka Panjang
43,1379,0,Tabungan Jangka Panjang
46,8564,2,Investasi Reksa Dana
59,0,0,Tabungan Jangka Panjang
29,119,0,Tabungan Jangka Panjang
31,450,0,Tabungan Jangka Panjang
36,746,0,Tabungan Jangka Panjang
46,2032,0,Tabungan Jangka Panjang
37,636,0,Tabungan Jangka Panjang
48,-938,0,Tabungan Jangka Panjang
31,2007,0,Tabungan Jangka Panjang
39,33,0,Tabungan Jangka Panjang
39,2887,0,Tabungan Jangka Panjang
39,1444,0,Tabungan Jangka Panjang
55,42,0,Tabungan Jangka Panjang
54,522,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
37,3884,2,Investasi Reksa Dana
36,472,0,Tabungan Jangka Panjang
60,2060,0,Tabungan Jangka Panjang
25,628,0,Tabungan Jangka Panjang
50,398,0,Tabungan Jangka Panjang
59,417,0,Tabungan Jangka Panjang
58,610,0,Tabungan Jangka Panjang
49,2585,0,Tabungan Jangka Panjang
47,321,0,Tabungan Jangka Panjang
38,0,0,Tabungan Jangka Panjang
32,4,0,Tabungan Jangka Panjang
40,29,0,Tabungan Jangka Panjang
50,892,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
47,1387,0,Tabungan Jangka Panjang
27,454,0,Tabungan Jangka Panjang
48,71,0,Tabungan Jangka Panjang
40,-35,0,Tabungan Jangka Panjang
35,2251,0,Tabungan Jangka Panjang
39,2460,0,Tabungan Jangka Panjang
34,34,0,Tabungan Jangka Panjang
36,1281,0,Tabungan Jangka Panjang
56,3021,0,Tabungan Jangka Panjang
30,141,0,Tabungan Jangka Panjang
51,500,0,Tabungan Jangka Panjang
41,1459,0,Tabungan Jangka Panjang
35,-244,0,Tabungan Jangka Panjang
53,1356,0,Tabungan Jangka Panjang
25,-289,0,Tabungan Jangka Panjang
34,1396,0,Tabungan Jangka Panjang
29,9,0,Tabungan Jangka Panjang
33,70,0,Tabungan Jangka Panjang
43,877,0,Tabungan Jangka Panjang
47,113,0,Tabungan Jangka Panjang
35,368,0,Tabungan Jangka Panjang
49,89,0,Tabungan Jangka Panjang
41,450,0,Tabungan Jangka Panjang
49,463,0,Tabungan Jangka Panjang
44,1397,0,Tabungan Jangka Panjang
32,310,0,Tabungan Jangka Panjang
27,270,0,Tabungan Jangka Panjang
53,65,0,Tabungan Jangka Panjang
55,865,0,Tabungan Jangka Panjang
60,7,0,Tabungan Jangka Panjang
27,145,0,Tabungan Jangka Panjang
58,327,0,Tabungan Jangka Panjang
42,429,0,Tabungan Jangka Panjang
31,1167,0,Tabungan Jangka Panjang
30,2995,0,Tabungan Jangka Panjang
32,974,0,Tabungan Jangka Panjang
56,784,0,Tabungan Jangka Panjang
57,316,0,Tabungan Jangka Panjang
57,0,0,Tabungan Jangka Panjang
39,211,0,Tabungan Jangka Panjang
37,342,0,Tabungan Jangka Panjang
32,628,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
49,769,0,Tabungan Jangka Panjang
36,2278,0,Tabungan Jangka Panjang
58,1351,0,Tabungan Jangka Panjang
58,49,0,Tabungan Jangka Panjang
33,1082,0,Tabungan Jangka Panjang
31,5691,2,Investasi Reksa Dana
46,916,0,Tabungan Jangka Panjang
42,325,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
47,2475,0,Tabungan Jangka Panjang
42,3717,2,Investasi Reksa Dana
53,288,0,Tabungan Jangka Panjang
31,1130,0,Tabungan Jangka Panjang
39,2715,0,Tabungan Jangka Panjang
57,23,0,Tabungan Jangka Panjang
29,0,0,Tabungan Jangka Panjang
32,-84,0,Tabungan Jangka Panjang
38,290,0,Tabungan Jangka Panjang
34,36,0,Tabungan Jangka Panjang
35,-488,0,Tabungan Jangka Panjang
55,-473,0,Tabungan Jangka Panjang
42,1272,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
50,-6,0,Tabungan Jangka Panjang
56,510,0,Tabungan Jangka Panjang
36,818,0,Tabungan Jangka Panjang
49,543,0,Tabungan Jangka Panjang
48,7867,2,Investasi Reksa Dana
32,1212,0,Tabungan Jangka Panjang
35,533,0,Tabungan Jangka Panjang
48,291,0,Tabungan Jangka Panjang
40,573,0,Tabungan Jangka Panjang
55,1279,0,Tabungan Jangka Panjang
50,280,0,Tabungan Jangka Panjang
55,574,0,Tabungan Jangka Panjang
26,658,0,Tabungan Jangka Panjang
34,2019,0,Tabungan Jangka Panjang
45,22815,1,Kredit Usaha Mikro
44,887,0,Tabungan Jangka Panjang
34,303,0,Tabungan Jangka Panjang
39,326,0,Tabungan Jangka Panjang
31,453,0,Tabungan Jangka Panjang
27,0,0,Tabungan Jangka Panjang
41,4063,2,Investasi Reksa Dana
45,2403,0,Tabungan Jangka Panjang
28,123,0,Tabungan Jangka Panjang
39,270,0,Tabungan Jangka Panjang
31,424,0,Tabungan Jangka Panjang
31,1230,0,Tabungan Jangka Panjang
31,387,0,Tabungan Jangka Panjang
35,744,0,Tabungan Jangka Panjang
32,696,0,Tabungan Jangka Panjang
49,4594,2,Investasi Reksa Dana
42,1002,0,Tabungan Jangka Panjang
31,-173,0,Tabungan Jangka Panjang
35,1239,0,Tabungan Jangka Panjang
31,354,0,Tabungan Jangka Panjang
45,375,0,Tabungan Jangka Panjang
24,3,0,Tabungan Jangka Panjang
49,6116,2,Investasi Reksa Dana
36,4515,2,Investasi Reksa Dana
28,727,0,Tabungan Jangka Panjang
54,3846,2,Investasi Reksa Dana
27,1128,0,Tabungan Jangka Panjang
34,1173,0,Tabungan Jangka Panjang
40,27,0,Tabungan Jangka Panjang
32,328,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
38,-87,0,Tabungan Jangka Panjang
35,2830,0,Tabungan Jangka Panjang
31,4,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
41,80,0,Tabungan Jangka Panjang
29,2768,0,Tabungan Jangka Panjang
33,5,0,Tabungan Jangka Panjang
89,553,0,Tabungan Jangka Panjang
54,-102,0,Tabungan Jangka Panjang
72,2079,0,Tabungan Jangka Panjang
29,1,0,Tabungan Jangka Panjang
41,598,0,Tabungan Jangka Panjang
39,34,0,Tabungan Jangka Panjang
41,-19,0,Tabungan Jangka Panjang
31,292,0,Tabungan Jangka Panjang
32,144,0,Tabungan Jangka Panjang
52,1113,0,Tabungan Jangka Panjang
41,121,0,Tabungan Jangka Panjang
45,904,0,Tabungan Jangka Panjang
29,-498,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
35,67,0,Tabungan Jangka Panjang
54,3967,2,Investasi Reksa Dana
41,305,0,Tabungan Jangka Panjang
42,260,0,Tabungan Jangka Panjang
59,258,0,Tabungan Jangka Panjang
58,0,0,Tabungan Jangka Panjang
32,72,0,Tabungan Jangka Panjang
56,145,0,Tabungan Jangka Panjang
50,2564,0,Tabungan Jangka Panjang
45,7811,2,Investasi Reksa Dana
59,5744,2,Investasi Reksa Dana
47,673,0,Tabungan Jangka Panjang
54,602,0,Tabungan Jangka Panjang
40,9374,2,Investasi Reksa Dana
37,5016,2,Investasi Reksa Dana
29,508,0,Tabungan Jangka Panjang
36,156,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
32,12,0,Tabungan Jangka Panjang
53,7984,2,Investasi Reksa Dana
33,255,0,Tabungan Jangka Panjang
36,211,0,Tabungan Jangka Panjang
43,1854,0,Tabungan Jangka Panjang
45,-497,0,Tabungan Jangka Panjang
52,431,0,Tabungan Jangka Panjang
48,-314,0,Tabungan Jangka Panjang
40,552,0,Tabungan Jangka Panjang
31,465,0,Tabungan Jangka Panjang
34,544,0,Tabungan Jangka Panjang
54,-636,0,Tabungan Jangka Panjang
40,7780,2,Investasi Reksa Dana
55,274,0,Tabungan Jangka Panjang
33,1148,0,Tabungan Jangka Panjang
50,67,0,Tabungan Jangka Panjang
59,914,0,Tabungan Jangka Panjang
40,1293,0,Tabungan Jangka Panjang
45,111,0,Tabungan Jangka Panjang
32,937,0,Tabungan Jangka Panjang
50,605,0,Tabungan Jangka Panjang
58,1457,0,Tabungan Jangka Panjang
38,1617,0,Tabungan Jangka Panjang
57,29207,1,Kredit Usaha Mikro
31,812,0,Tabungan Jangka Panjang
69,324,0,Tabungan Jangka Panjang
26,1327,0,Tabungan Jangka Panjang
30,482,0,Tabungan Jangka Panjang
49,134,0,Tabungan Jangka Panjang
36,347,0,Tabungan Jangka Panjang
37,1824,0,Tabungan Jangka Panjang
55,410,0,Tabungan Jangka Panjang
36,-38,0,Tabungan Jangka Panjang
31,581,0,Tabungan Jangka Panjang
30,3100,0,Tabungan Jangka Panjang
36,0,0,Tabungan Jangka Panjang
50,1138,0,Tabungan Jangka Panjang
53,0,0,Tabungan Jangka Panjang
39,304,0,Tabungan Jangka Panjang
31,313,0,Tabungan Jangka Panjang
49,1898,0,Tabungan Jangka Panjang
35,142,0,Tabungan Jangka Panjang
45,4696,2,Investasi Reksa Dana
30,135,0,Tabungan Jangka Panjang
47,574,0,Tabungan Jangka Panjang
37,1322,0,Tabungan Jangka Panjang
35,703,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
35,1,0,Tabungan Jangka Panjang
60,55,0,Tabungan Jangka Panjang
58,786,0,Tabungan Jangka Panjang
28,22,0,Tabungan Jangka Panjang
57,890,0,Tabungan Jangka Panjang
35,451,0,Tabungan Jangka Panjang
54,59,0,Tabungan Jangka Panjang
31,15,0,Tabungan Jangka Panjang
32,15341,2,Investasi Reksa Dana
56,-273,0,Tabungan Jangka Panjang
35,28,0,Tabungan Jangka Panjang
33,58,0,Tabungan Jangka Panjang
50,103,0,Tabungan Jangka Panjang
46,244,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
49,880,0,Tabungan Jangka Panjang
56,-141,0,Tabungan Jangka Panjang
33,447,0,Tabungan Jangka Panjang
37,62,0,Tabungan Jangka Panjang
30,148,0,Tabungan Jangka Panjang
34,79,0,Tabungan Jangka Panjang
29,9,0,Tabungan Jangka Panjang
32,578,0,Tabungan Jangka Panjang
29,-382,0,Tabungan Jangka Panjang
50,888,0,Tabungan Jangka Panjang
58,382,0,Tabungan Jangka Panjang
30,1390,0,Tabungan Jangka Panjang
52,-104,0,Tabungan Jangka Panjang
39,22,0,Tabungan Jangka Panjang
43,-36,0,Tabungan Jangka Panjang
51,130,0,Tabungan Jangka Panjang
38,77,0,Tabungan Jangka Panjang
30,1031,0,Tabungan Jangka Panjang
52,92,0,Tabungan Jangka Panjang
40,1063,0,Tabungan Jangka Panjang
37,0,0,Tabungan Jangka Panjang
30,282,0,Tabungan Jangka Panjang
51,1394,0,Tabungan Jangka Panjang
27,16,0,Tabungan Jangka Panjang
35,975,0,Tabungan Jangka Panjang
47,12276,2,Investasi Reksa Dana
29,313,0,Tabungan Jangka Panjang
52,1648,0,Tabungan Jangka Panjang
43,6,0,Tabungan Jangka Panjang
31,1127,0,Tabungan Jangka Panjang
54,1070,0,Tabungan Jangka Panjang
59,1040,0,Tabungan Jangka Panjang
51,50,0,Tabungan Jangka Panjang
32,62,0,Tabungan Jangka Panjang
42,-755,0,Tabungan Jangka Panjang
46,4707,2,Investasi Reksa Dana
30,925,0,Tabungan Jangka Panjang
42,0,0,Tabungan Jangka Panjang
39,867,0,Tabungan Jangka Panjang
31,-201,0,Tabungan Jangka Panjang
35,120,0,Tabungan Jangka Panjang
34,61,0,Tabungan Jangka Panjang
42,0,0,Tabungan Jangka Panjang
57,687,0,Tabungan Jangka Panjang
38,38,0,Tabungan Jangka Panjang
29,2806,0,Tabungan Jangka Panjang
46,-27,0,Tabungan Jangka Panjang
48,2498,0,Tabungan Jangka Panjang
33,390,0,Tabungan Jangka Panjang
59,-423,0,Tabungan Jangka Panjang
23,1587,0,Tabungan Jangka Panjang
37,288,0,Tabungan Jangka Panjang
40,822,0,Tabungan Jangka Panjang
44,-222,0,Tabungan Jangka Panjang
37,197,0,Tabungan Jangka Panjang
28,159,0,Tabungan Jangka Panjang
39,681,0,Tabungan Jangka Panjang
57,0,0,Tabungan Jangka Panjang
38,495,0,Tabungan Jangka Panjang
60,414,0,Tabungan Jangka Panjang
38,151,0,Tabungan Jangka Panjang
26,2572,0,Tabungan Jangka Panjang
32,320,0,Tabungan Jangka Panjang
35,304,0,Tabungan Jangka Panjang
30,1299,0,Tabungan Jangka Panjang
37,740,0,Tabungan Jangka Panjang
36,537,0,Tabungan Jangka Panjang
34,1581,0,Tabungan Jangka Panjang
28,708,0,Tabungan Jangka Panjang
37,178,0,Tabungan Jangka Panjang
31,671,0,Tabungan Jangka Panjang
34,3,0,Tabungan Jangka Panjang
28,981,0,Tabungan Jangka Panjang
38,1042,0,Tabungan Jangka Panjang
80,1021,0,Tabungan Jangka Panjang
59,1035,0,Tabungan Jangka Panjang
54,1114,0,Tabungan Jangka Panjang
29,98,0,Tabungan Jangka Panjang
39,24,0,Tabungan Jangka Panjang
30,486,0,Tabungan Jangka Panjang
41,727,0,Tabungan Jangka Panjang
48,-205,0,Tabungan Jangka Panjang
26,895,0,Tabungan Jangka Panjang
55,319,0,Tabungan Jangka Panjang
36,206,0,Tabungan Jangka Panjang
31,-414,0,Tabungan Jangka Panjang
35,-1489,0,Tabungan Jangka Panjang
30,0,0,Tabungan Jangka Panjang
26,249,0,Tabungan Jangka Panjang
32,927,0,Tabungan Jangka Panjang
43,515,0,Tabungan Jangka Panjang
48,1060,0,Tabungan Jangka Panjang
49,308,0,Tabungan Jangka Panjang
34,808,0,Tabungan Jangka Panjang
27,431,0,Tabungan Jangka Panjang
31,396,0,Tabungan Jangka Panjang
35,-89,0,Tabungan Jangka Panjang
40,-253,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
19,60,0,Tabungan Jangka Panjang
40,695,0,Tabungan Jangka Panjang
25,1141,0,Tabungan Jangka Panjang
38,791,0,Tabungan Jangka Panjang
62,1381,0,Tabungan Jangka Panjang
27,0,0,Tabungan Jangka Panjang
40,-28,0,Tabungan Jangka Panjang
56,412,0,Tabungan Jangka Panjang
33,310,0,Tabungan Jangka Panjang
52,1319,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
38,-314,0,Tabungan Jangka Panjang
27,511,0,Tabungan Jangka Panjang
54,-152,0,Tabungan Jangka Panjang
35,907,0,Tabungan Jangka Panjang
41,22,0,Tabungan Jangka Panjang
28,0,0,Tabungan Jangka Panjang
55,8044,2,Investasi Reksa Dana
56,1854,0,Tabungan Jangka Panjang
33,1794,0,Tabungan Jangka Panjang
42,2,0,Tabungan Jangka Panjang
34,2321,0,Tabungan Jangka Panjang
35,144,0,Tabungan Jangka Panjang
46,1,0,Tabungan Jangka Panjang
31,762,0,Tabungan Jangka Panjang
48,16,0,Tabungan Jangka Panjang
38,20,0,Tabungan Jangka Panjang
47,2070,0,Tabungan Jangka Panjang
48,308,0,Tabungan Jangka Panjang
57,1617,0,Tabungan Jangka Panjang
30,39,0,Tabungan Jangka Panjang
39,332,0,Tabungan Jangka Panjang
31,713,0,Tabungan Jangka Panjang
44,2885,0,Tabungan Jangka Panjang
38,968,0,Tabungan Jangka Panjang
58,4150,2,Investasi Reksa Dana
42,687,0,Tabungan Jangka Panjang
33,333,0,Tabungan Jangka Panjang
55,1821,0,Tabungan Jangka Panjang
34,-436,0,Tabungan Jangka Panjang
30,6929,2,Investasi Reksa Dana
35,126,0,Tabungan Jangka Panjang
35,2019,0,Tabungan Jangka Panjang
56,878,0,Tabungan Jangka Panjang
27,6791,2,Investasi Reksa Dana
39,0,0,Tabungan Jangka Panjang
36,110,0,Tabungan Jangka Panjang
35,28,0,Tabungan Jangka Panjang
34,443,0,Tabungan Jangka Panjang
28,236,0,Tabungan Jangka Panjang
37,2707,0,Tabungan Jangka Panjang
57,1753,0,Tabungan Jangka Panjang
34,1182,0,Tabungan Jangka Panjang
38,427,0,Tabungan Jangka Panjang
48,788,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
40,-509,0,Tabungan Jangka Panjang
48,-110,0,Tabungan Jangka Panjang
54,244,0,Tabungan Jangka Panjang
49,933,0,Tabungan Jangka Panjang
38,940,0,Tabungan Jangka Panjang
44,1631,0,Tabungan Jangka Panjang
44,-505,0,Tabungan Jangka Panjang
60,7336,2,Investasi Reksa Dana
55,-40,0,Tabungan Jangka Panjang
27,25,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
32,5,0,Tabungan Jangka Panjang
51,-92,0,Tabungan Jangka Panjang
44,497,0,Tabungan Jangka Panjang
49,2356,0,Tabungan Jangka Panjang
42,3,0,Tabungan Jangka Panjang
35,128,0,Tabungan Jangka Panjang
32,390,0,Tabungan Jangka Panjang
39,300,0,Tabungan Jangka Panjang
54,827,0,Tabungan Jangka Panjang
35,25,0,Tabungan Jangka Panjang
41,340,0,Tabungan Jangka Panjang
35,867,0,Tabungan Jangka Panjang
41,140,0,Tabungan Jangka Panjang
36,3,0,Tabungan Jangka Panjang
51,4920,2,Investasi Reksa Dana
59,3237,0,Tabungan Jangka Panjang
44,0,0,Tabungan Jangka Panjang
49,1096,0,Tabungan Jangka Panjang
37,869,0,Tabungan Jangka Panjang
60,1900,0,Tabungan Jangka Panjang
40,413,0,Tabungan Jangka Panjang
27,-588,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
41,2490,0,Tabungan Jangka Panjang
39,20928,1,Kredit Usaha Mikro
34,560,0,Tabungan Jangka Panjang
38,0,0,Tabungan Jangka Panjang
56,826,0,Tabungan Jangka Panjang
42,115,0,Tabungan Jangka Panjang
47,107,0,Tabungan Jangka Panjang
32,320,0,Tabungan Jangka Panjang
37,-399,0,Tabungan Jangka Panjang
25,703,0,Tabungan Jangka Panjang
29,328,0,Tabungan Jangka Panjang
48,148,0,Tabungan Jangka Panjang
39,2298,0,Tabungan Jangka Panjang
31,64,0,Tabungan Jangka Panjang
28,4013,2,Investasi Reksa Dana
32,0,0,Tabungan Jangka Panjang
35,633,0,Tabungan Jangka Panjang
51,-1137,0,Tabungan Jangka Panjang
32,902,0,Tabungan Jangka Panjang
30,2850,0,Tabungan Jangka Panjang
54,313,0,Tabungan Jangka Panjang
41,923,0,Tabungan Jangka Panjang
35,8,0,Tabungan Jangka Panjang
44,945,0,Tabungan Jangka Panjang
58,2261,0,Tabungan Jangka Panjang
43,18,0,Tabungan Jangka Panjang
52,5828,2,Investasi Reksa Dana
60,6307,2,Investasi Reksa Dana
32,537,0,Tabungan Jangka Panjang
41,393,0,Tabungan Jangka Panjang
54,215,0,Tabungan Jangka Panjang
30,132,0,Tabungan Jangka Panjang
36,35,0,Tabungan Jangka Panjang
27,125,0,Tabungan Jangka Panjang
32,129,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
43,315,0,Tabungan Jangka Panjang
43,2567,0,Tabungan Jangka Panjang
31,883,0,Tabungan Jangka Panjang
37,1120,0,Tabungan Jangka Panjang
51,0,0,Tabungan Jangka Panjang
52,1117,0,Tabungan Jangka Panjang
57,773,0,Tabungan Jangka Panjang
32,390,0,Tabungan Jangka Panjang
47,1358,0,Tabungan Jangka Panjang
31,216,0,Tabungan Jangka Panjang
27,317,0,Tabungan Jangka Panjang
31,2369,0,Tabungan Jangka Panjang
36,125,0,Tabungan Jangka Panjang
44,6,0,Tabungan Jangka Panjang
34,15841,2,Investasi Reksa Dana
32,51,0,Tabungan Jangka Panjang
52,0,0,Tabungan Jangka Panjang
60,-79,0,Tabungan Jangka Panjang
30,1881,0,Tabungan Jangka Panjang
48,456,0,Tabungan Jangka Panjang
39,1873,0,Tabungan Jangka Panjang
59,0,0,Tabungan Jangka Panjang
42,445,0,Tabungan Jangka Panjang
77,2123,0,Tabungan Jangka Panjang
29,767,0,Tabungan Jangka Panjang
49,229,0,Tabungan Jangka Panjang
57,3783,2,Investasi Reksa Dana
37,140,0,Tabungan Jangka Panjang
35,6,0,Tabungan Jangka Panjang
63,859,0,Tabungan Jangka Panjang
37,261,0,Tabungan Jangka Panjang
37,50,0,Tabungan Jangka Panjang
52,-462,0,Tabungan Jangka Panjang
60,0,0,Tabungan Jangka Panjang
36,283,0,Tabungan Jangka Panjang
48,91,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
56,442,0,Tabungan Jangka Panjang
45,0,0,Tabungan Jangka Panjang
53,1182,0,Tabungan Jangka Panjang
56,316,0,Tabungan Jangka Panjang
59,316,0,Tabungan Jangka Panjang
34,402,0,Tabungan Jangka Panjang
45,8725,2,Investasi Reksa Dana
32,102,0,Tabungan Jangka Panjang
60,0,0,Tabungan Jangka Panjang
54,615,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
44,3060,0,Tabungan Jangka Panjang
40,990,0,Tabungan Jangka Panjang
40,1937,0,Tabungan Jangka Panjang
29,428,0,Tabungan Jangka Panjang
28,655,0,Tabungan Jangka Panjang
35,16,0,Tabungan Jangka Panjang
33,2044,0,Tabungan Jangka Panjang
33,20,0,Tabungan Jangka Panjang
50,29,0,Tabungan Jangka Panjang
56,-155,0,Tabungan Jangka Panjang
37,340,0,Tabungan Jangka Panjang
53,1776,0,Tabungan Jangka Panjang
27,23,0,Tabungan Jangka Panjang
46,863,0,Tabungan Jangka Panjang
36,7051,2,Investasi Reksa Dana
37,1049,0,Tabungan Jangka Panjang
28,174,0,Tabungan Jangka Panjang
40,137,0,Tabungan Jangka Panjang
48,783,0,Tabungan Jangka Panjang
46,116,0,Tabungan Jangka Panjang
39,2118,0,Tabungan Jangka Panjang
37,10269,2,Investasi Reksa Dana
26,141,0,Tabungan Jangka Panjang
35,13,0,Tabungan Jangka Panjang
37,0,0,Tabungan Jangka Panjang
32,1996,0,Tabungan Jangka Panjang
31,1129,0,Tabungan Jangka Panjang
